scenario,trajectory,config,config_label,oil,oil_label,solar_mult,land_screen,jera_capital,solar_basis,kind,rescaled,short_label,description,total_cost_bn,conv_capital_bn,mip_gap_requested,mip_gap_achieved,source_dir
nlv2b_lc_C2_LSFO375_refbrent,Conservative rooftop (base),C2_LSFO375,"New LSFO plant, 375 MW",refbrent,EIA reference,1.0,Class-C constrained,bare-EPC,ATB Moderate,model,0,"New LSFO plant, 375 MW · EIA-ref oil · base rooftop · Class-C land","A new 375 MW combined-cycle plant burning low-sulfur fuel oil is built; no LNG imports. Oil prices follow EIA's reference forecast. Rooftop solar grows conservatively to about 1,000 MW by 2050 (base case). Utility solar is limited to the Class-C-only land screen.",27.2717,0.0,0.001,0.000919815,R010_outputs_nlv2b_lc_C2_LSFO375_refbrent
nlv2b_lc_C2_LSFO375_refbrent_adv,Conservative rooftop (base),C2_LSFO375,"New LSFO plant, 375 MW",refbrent,EIA reference,1.0,Class-C constrained,bare-EPC,ATB Advanced,model,0,"New LSFO plant, 375 MW · EIA-ref oil · base rooftop · Class-C land · ATB-Adv","A new 375 MW combined-cycle plant burning low-sulfur fuel oil is built; no LNG imports. Oil prices follow EIA's reference forecast. Rooftop solar grows conservatively to about 1,000 MW by 2050 (base case). Utility solar is limited to the Class-C-only land screen. Solar and battery costs follow ATB's cheaper Advanced projection.",25.8574,0.0,0.001,0.000879085,R010_outputs_nlv2b_lc_C2_LSFO375_refbrent_adv
nlv2b_lc_C3_LSFO500_futbrent,Conservative rooftop (base),C3_LSFO500,"New LSFO plant, 500 MW",futbrent,Brent futures,1.0,Class-C constrained,bare-EPC,ATB Moderate,model,0,"New LSFO plant, 500 MW · futures oil · base rooftop · Class-C land","A new 500 MW combined-cycle plant burning low-sulfur fuel oil is built; no LNG imports. Oil prices follow the Brent futures strip (the market's central view). Rooftop solar grows conservatively to about 1,000 MW by 2050 (base case). Utility solar is limited to the Class-C-only land screen.",26.215,0.0,0.001,0.000945466,R010_outputs_nlv2b_lc_C3_LSFO500_futbrent
nlv2b_lc_C3_LSFO500_futbrent_adv,Conservative rooftop (base),C3_LSFO500,"New LSFO plant, 500 MW",futbrent,Brent futures,1.0,Class-C constrained,bare-EPC,ATB Advanced,model,0,"New LSFO plant, 500 MW · futures oil · base rooftop · Class-C land · ATB-Adv","A new 500 MW combined-cycle plant burning low-sulfur fuel oil is built; no LNG imports. Oil prices follow the Brent futures strip (the market's central view). Rooftop solar grows conservatively to about 1,000 MW by 2050 (base case). Utility solar is limited to the Class-C-only land screen. Solar and battery costs follow ATB's cheaper Advanced projection.",24.9157,0.0,0.001,0.000899508,R010_outputs_nlv2b_lc_C3_LSFO500_futbrent_adv
nlv2b_lc_C3_LSFO500_highbrent,Conservative rooftop (base),C3_LSFO500,"New LSFO plant, 500 MW",highbrent,Market 90th percentile,1.0,Class-C constrained,bare-EPC,ATB Moderate,model,0,"New LSFO plant, 500 MW · high oil · base rooftop · Class-C land","A new 500 MW combined-cycle plant burning low-sulfur fuel oil is built; no LNG imports. Oil prices follow the market's 90th-percentile (high) path from Brent options. Rooftop solar grows conservatively to about 1,000 MW by 2050 (base case). Utility solar is limited to the Class-C-only land screen.",29.4206,0.0,0.001,0.000915727,R010_outputs_nlv2b_lc_C3_LSFO500_highbrent
nlv2b_lc_C3_LSFO500_highbrent_adv,Conservative rooftop (base),C3_LSFO500,"New LSFO plant, 500 MW",highbrent,Market 90th percentile,1.0,Class-C constrained,bare-EPC,ATB Advanced,model,0,"New LSFO plant, 500 MW · high oil · base rooftop · Class-C land · ATB-Adv","A new 500 MW combined-cycle plant burning low-sulfur fuel oil is built; no LNG imports. Oil prices follow the market's 90th-percentile (high) path from Brent options. Rooftop solar grows conservatively to about 1,000 MW by 2050 (base case). Utility solar is limited to the Class-C-only land screen. Solar and battery costs follow ATB's cheaper Advanced projection.",27.8483,0.0,0.001,0.000988838,R010_outputs_nlv2b_lc_C3_LSFO500_highbrent_adv
nlv2b_lc_C3_LSFO500_lowbrent,Conservative rooftop (base),C3_LSFO500,"New LSFO plant, 500 MW",lowbrent,Market 10th percentile,1.0,Class-C constrained,bare-EPC,ATB Moderate,model,0,"New LSFO plant, 500 MW · low oil · base rooftop · Class-C land","A new 500 MW combined-cycle plant burning low-sulfur fuel oil is built; no LNG imports. Oil prices follow the market's 10th-percentile (low) path from Brent options. Rooftop solar grows conservatively to about 1,000 MW by 2050 (base case). Utility solar is limited to the Class-C-only land screen.",23.2747,0.0,0.001,0.000785856,R010_outputs_nlv2b_lc_C3_LSFO500_lowbrent
nlv2b_lc_C3_LSFO500_lowbrent_adv,Conservative rooftop (base),C3_LSFO500,"New LSFO plant, 500 MW",lowbrent,Market 10th percentile,1.0,Class-C constrained,bare-EPC,ATB Advanced,model,0,"New LSFO plant, 500 MW · low oil · base rooftop · Class-C land · ATB-Adv","A new 500 MW combined-cycle plant burning low-sulfur fuel oil is built; no LNG imports. Oil prices follow the market's 10th-percentile (low) path from Brent options. Rooftop solar grows conservatively to about 1,000 MW by 2050 (base case). Utility solar is limited to the Class-C-only land screen. Solar and battery costs follow ATB's cheaper Advanced projection.",22.0999,0.0,0.001,0.000815323,R010_outputs_nlv2b_lc_C3_LSFO500_lowbrent_adv
nlv2b_lc_C3_LSFO500_refbrent,Conservative rooftop (base),C3_LSFO500,"New LSFO plant, 500 MW",refbrent,EIA reference,1.0,Class-C constrained,bare-EPC,ATB Moderate,model,0,"New LSFO plant, 500 MW · EIA-ref oil · base rooftop · Class-C land","A new 500 MW combined-cycle plant burning low-sulfur fuel oil is built; no LNG imports. Oil prices follow EIA's reference forecast. Rooftop solar grows conservatively to about 1,000 MW by 2050 (base case). Utility solar is limited to the Class-C-only land screen.",27.7033,0.0,0.001,0.000795799,R010_outputs_nlv2b_lc_C3_LSFO500_refbrent
nlv2b_lc_C3_LSFO500_refbrent_adv,Conservative rooftop (base),C3_LSFO500,"New LSFO plant, 500 MW",refbrent,EIA reference,1.0,Class-C constrained,bare-EPC,ATB Advanced,model,0,"New LSFO plant, 500 MW · EIA-ref oil · base rooftop · Class-C land · ATB-Adv","A new 500 MW combined-cycle plant burning low-sulfur fuel oil is built; no LNG imports. Oil prices follow EIA's reference forecast. Rooftop solar grows conservatively to about 1,000 MW by 2050 (base case). Utility solar is limited to the Class-C-only land screen. Solar and battery costs follow ATB's cheaper Advanced projection.",26.295,0.0,0.001,0.000765634,R010_outputs_nlv2b_lc_C3_LSFO500_refbrent_adv
nlv2b_lc_C4_NOTHERMAL_futbrent,Conservative rooftop (base),C4_NOTHERMAL,No new fuel plant,futbrent,Brent futures,1.0,Class-C constrained,bare-EPC,ATB Moderate,model,0,No new fuel plant · futures oil · base rooftop · Class-C land,"No new fuel-burning plant is built; solar, storage, wind, and geothermal grow on top of the existing fleet. Oil prices follow the Brent futures strip (the market's central view). Rooftop solar grows conservatively to about 1,000 MW by 2050 (base case). Utility solar is limited to the Class-C-only land screen.",24.9288,0.0,0.001,0.000990192,R010_outputs_nlv2b_lc_C4_NOTHERMAL_futbrent
nlv2b_lc_C4_NOTHERMAL_futbrent_adv,Conservative rooftop (base),C4_NOTHERMAL,No new fuel plant,futbrent,Brent futures,1.0,Class-C constrained,bare-EPC,ATB Advanced,model,0,No new fuel plant · futures oil · base rooftop · Class-C land · ATB-Adv,"No new fuel-burning plant is built; solar, storage, wind, and geothermal grow on top of the existing fleet. Oil prices follow the Brent futures strip (the market's central view). Rooftop solar grows conservatively to about 1,000 MW by 2050 (base case). Utility solar is limited to the Class-C-only land screen. Solar and battery costs follow ATB's cheaper Advanced projection.",23.5497,0.0,0.001,0.000998655,R010_outputs_nlv2b_lc_C4_NOTHERMAL_futbrent_adv
nlv2b_lc_C4_NOTHERMAL_highbrent,Conservative rooftop (base),C4_NOTHERMAL,No new fuel plant,highbrent,Market 90th percentile,1.0,Class-C constrained,bare-EPC,ATB Moderate,model,0,No new fuel plant · high oil · base rooftop · Class-C land,"No new fuel-burning plant is built; solar, storage, wind, and geothermal grow on top of the existing fleet. Oil prices follow the market's 90th-percentile (high) path from Brent options. Rooftop solar grows conservatively to about 1,000 MW by 2050 (base case). Utility solar is limited to the Class-C-only land screen.",27.9639,0.0,0.001,0.000975802,R010_outputs_nlv2b_lc_C4_NOTHERMAL_highbrent
nlv2b_lc_C4_NOTHERMAL_highbrent_adv,Conservative rooftop (base),C4_NOTHERMAL,No new fuel plant,highbrent,Market 90th percentile,1.0,Class-C constrained,bare-EPC,ATB Advanced,model,0,No new fuel plant · high oil · base rooftop · Class-C land · ATB-Adv,"No new fuel-burning plant is built; solar, storage, wind, and geothermal grow on top of the existing fleet. Oil prices follow the market's 90th-percentile (high) path from Brent options. Rooftop solar grows conservatively to about 1,000 MW by 2050 (base case). Utility solar is limited to the Class-C-only land screen. Solar and battery costs follow ATB's cheaper Advanced projection.",26.194,0.0,0.001,0.000988218,R010_outputs_nlv2b_lc_C4_NOTHERMAL_highbrent_adv
nlv2b_lc_C4_NOTHERMAL_lowbrent,Conservative rooftop (base),C4_NOTHERMAL,No new fuel plant,lowbrent,Market 10th percentile,1.0,Class-C constrained,bare-EPC,ATB Moderate,model,0,No new fuel plant · low oil · base rooftop · Class-C land,"No new fuel-burning plant is built; solar, storage, wind, and geothermal grow on top of the existing fleet. Oil prices follow the market's 10th-percentile (low) path from Brent options. Rooftop solar grows conservatively to about 1,000 MW by 2050 (base case). Utility solar is limited to the Class-C-only land screen.",21.7396,0.0,0.001,0.000831068,R010_outputs_nlv2b_lc_C4_NOTHERMAL_lowbrent
nlv2b_lc_C4_NOTHERMAL_lowbrent_adv,Conservative rooftop (base),C4_NOTHERMAL,No new fuel plant,lowbrent,Market 10th percentile,1.0,Class-C constrained,bare-EPC,ATB Advanced,model,0,No new fuel plant · low oil · base rooftop · Class-C land · ATB-Adv,"No new fuel-burning plant is built; solar, storage, wind, and geothermal grow on top of the existing fleet. Oil prices follow the market's 10th-percentile (low) path from Brent options. Rooftop solar grows conservatively to about 1,000 MW by 2050 (base case). Utility solar is limited to the Class-C-only land screen. Solar and battery costs follow ATB's cheaper Advanced projection.",20.5967,0.0,0.001,0.000677816,R010_outputs_nlv2b_lc_C4_NOTHERMAL_lowbrent_adv
nlv2b_lc_C4_NOTHERMAL_refbrent,Conservative rooftop (base),C4_NOTHERMAL,No new fuel plant,refbrent,EIA reference,1.0,Class-C constrained,bare-EPC,ATB Moderate,model,0,No new fuel plant · EIA-ref oil · base rooftop · Class-C land,"No new fuel-burning plant is built; solar, storage, wind, and geothermal grow on top of the existing fleet. Oil prices follow EIA's reference forecast. Rooftop solar grows conservatively to about 1,000 MW by 2050 (base case). Utility solar is limited to the Class-C-only land screen.",26.471,0.0,0.001,0.000867221,R010_outputs_nlv2b_lc_C4_NOTHERMAL_refbrent
nlv2b_lc_C4_NOTHERMAL_refbrent_adv,Conservative rooftop (base),C4_NOTHERMAL,No new fuel plant,refbrent,EIA reference,1.0,Class-C constrained,bare-EPC,ATB Advanced,model,0,No new fuel plant · EIA-ref oil · base rooftop · Class-C land · ATB-Adv,"No new fuel-burning plant is built; solar, storage, wind, and geothermal grow on top of the existing fleet. Oil prices follow EIA's reference forecast. Rooftop solar grows conservatively to about 1,000 MW by 2050 (base case). Utility solar is limited to the Class-C-only land screen. Solar and battery costs follow ATB's cheaper Advanced projection.",24.9131,0.0,0.001,0.000994615,R010_outputs_nlv2b_lc_C4_NOTHERMAL_refbrent_adv
nlv2b_lc_C5_LNG375_futbrent,Conservative rooftop (base),C5_LNG375,"New LNG plant, 375 MW",futbrent,Brent futures,1.0,Class-C constrained,bare-EPC,ATB Moderate,model,0,"New LNG plant, 375 MW · futures oil · base rooftop · Class-C land","LNG imports begin in 2030 and a new 375 MW LNG plant is built (the cost-minimizing size); no Waiau Repower. Oil prices follow the Brent futures strip (the market's central view). Rooftop solar grows conservatively to about 1,000 MW by 2050 (base case). Utility solar is limited to the Class-C-only land screen.",25.1175,0.0,0.001,0.000998729,R010_outputs_nlv2b_lc_C5_LNG375_futbrent
nlv2b_lc_C5_LNG375_futbrent_adv,Conservative rooftop (base),C5_LNG375,"New LNG plant, 375 MW",futbrent,Brent futures,1.0,Class-C constrained,bare-EPC,ATB Advanced,model,0,"New LNG plant, 375 MW · futures oil · base rooftop · Class-C land · ATB-Adv","LNG imports begin in 2030 and a new 375 MW LNG plant is built (the cost-minimizing size); no Waiau Repower. Oil prices follow the Brent futures strip (the market's central view). Rooftop solar grows conservatively to about 1,000 MW by 2050 (base case). Utility solar is limited to the Class-C-only land screen. Solar and battery costs follow ATB's cheaper Advanced projection.",23.9173,0.0,0.001,0.000839176,R010_outputs_nlv2b_lc_C5_LNG375_futbrent_adv
nlv2b_lc_C5_LNG375_futbrent_j120,Conservative rooftop (base),C5_LNG375,"New LNG plant, 375 MW",futbrent,Brent futures,1.0,Class-C constrained,+20%,ATB Moderate,model,0,"New LNG plant, 375 MW · futures oil · base rooftop · Class-C land · JERA +20%","LNG imports begin in 2030 and a new 375 MW LNG plant is built (the cost-minimizing size); no Waiau Repower. Oil prices follow the Brent futures strip (the market's central view). Rooftop solar grows conservatively to about 1,000 MW by 2050 (base case). Utility solar is limited to the Class-C-only land screen. JERA plant capital at the +20% case.",25.4563,0.0,0.001,0.000728403,R010_outputs_nlv2b_lc_C5_LNG375_futbrent_j120
nlv2b_lc_C5_LNG375_futbrent_j120_adv,Conservative rooftop (base),C5_LNG375,"New LNG plant, 375 MW",futbrent,Brent futures,1.0,Class-C constrained,+20%,ATB Advanced,model,0,"New LNG plant, 375 MW · futures oil · base rooftop · Class-C land · ATB-Adv · JERA +20%","LNG imports begin in 2030 and a new 375 MW LNG plant is built (the cost-minimizing size); no Waiau Repower. Oil prices follow the Brent futures strip (the market's central view). Rooftop solar grows conservatively to about 1,000 MW by 2050 (base case). Utility solar is limited to the Class-C-only land screen. Solar and battery costs follow ATB's cheaper Advanced projection. JERA plant capital at the +20% case.",24.2627,0.0,0.001,0.000860545,R010_outputs_nlv2b_lc_C5_LNG375_futbrent_j120_adv
nlv2b_lc_C5_LNG375_highbrent,Conservative rooftop (base),C5_LNG375,"New LNG plant, 375 MW",highbrent,Market 90th percentile,1.0,Class-C constrained,bare-EPC,ATB Moderate,model,0,"New LNG plant, 375 MW · high oil · base rooftop · Class-C land","LNG imports begin in 2030 and a new 375 MW LNG plant is built (the cost-minimizing size); no Waiau Repower. Oil prices follow the market's 90th-percentile (high) path from Brent options. Rooftop solar grows conservatively to about 1,000 MW by 2050 (base case). Utility solar is limited to the Class-C-only land screen.",28.6368,0.0,0.001,0.000777698,R010_outputs_nlv2b_lc_C5_LNG375_highbrent
nlv2b_lc_C5_LNG375_highbrent_adv,Conservative rooftop (base),C5_LNG375,"New LNG plant, 375 MW",highbrent,Market 90th percentile,1.0,Class-C constrained,bare-EPC,ATB Advanced,model,0,"New LNG plant, 375 MW · high oil · base rooftop · Class-C land · ATB-Adv","LNG imports begin in 2030 and a new 375 MW LNG plant is built (the cost-minimizing size); no Waiau Repower. Oil prices follow the market's 90th-percentile (high) path from Brent options. Rooftop solar grows conservatively to about 1,000 MW by 2050 (base case). Utility solar is limited to the Class-C-only land screen. Solar and battery costs follow ATB's cheaper Advanced projection.",27.1717,0.0,0.001,0.000748176,R010_outputs_nlv2b_lc_C5_LNG375_highbrent_adv
nlv2b_lc_C5_LNG375_highbrent_j120,Conservative rooftop (base),C5_LNG375,"New LNG plant, 375 MW",highbrent,Market 90th percentile,1.0,Class-C constrained,+20%,ATB Moderate,model,0,"New LNG plant, 375 MW · high oil · base rooftop · Class-C land · JERA +20%","LNG imports begin in 2030 and a new 375 MW LNG plant is built (the cost-minimizing size); no Waiau Repower. Oil prices follow the market's 90th-percentile (high) path from Brent options. Rooftop solar grows conservatively to about 1,000 MW by 2050 (base case). Utility solar is limited to the Class-C-only land screen. JERA plant capital at the +20% case.",28.9877,0.0,0.001,0.000968483,R010_outputs_nlv2b_lc_C5_LNG375_highbrent_j120
nlv2b_lc_C5_LNG375_highbrent_j120_adv,Conservative rooftop (base),C5_LNG375,"New LNG plant, 375 MW",highbrent,Market 90th percentile,1.0,Class-C constrained,+20%,ATB Advanced,model,0,"New LNG plant, 375 MW · high oil · base rooftop · Class-C land · ATB-Adv · JERA +20%","LNG imports begin in 2030 and a new 375 MW LNG plant is built (the cost-minimizing size); no Waiau Repower. Oil prices follow the market's 90th-percentile (high) path from Brent options. Rooftop solar grows conservatively to about 1,000 MW by 2050 (base case). Utility solar is limited to the Class-C-only land screen. Solar and battery costs follow ATB's cheaper Advanced projection. JERA plant capital at the +20% case.",27.5245,0.0,0.001,0.000993443,R010_outputs_nlv2b_lc_C5_LNG375_highbrent_j120_adv
